Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,2013 sales,Days to Ship Actual,Days to Ship Scheduled,Discount,Número de registros,Profit,Profit per Customer,Profit per Order,Profit Ratio,Quantity,Row ID,Sales,Sales estimate,Sales Forecast,Sales per Customer,Units estimate
Office Supplies,Milwaukee,United States,JB-15400,Jennifer Braxton,10/21/2016,CA-2014-142125,53209,OFF-BI-10000301,GBC Instant Report Kit,Central,Corporate,10/27/2016,Standard Class,Shipped On Time,Wisconsin,Binders,,6,6,0.00%,1,$19 ,$19.41 ,$19.41 ,50.00%,6,7350,$39 ,$0.1K,$58 ,$38.82 ,9
Office Supplies,Philadelphia,United States,CM-12160,Charles McCrossin,10/21/2016,CA-2014-113453,19143,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,East,Consumer,10/28/2016,Standard Class,Shipped Late,Pennsylvania,Storage,,7,6,20.00%,1,($4),($4.46),($4.46),-6.20%,3,6197,$71 ,$0.1K,$107 ,$71.38 ,4
Office Supplies,Glendale,United States,ND-18370,Natalie DeCherney,10/21/2016,US-2014-117331,85301,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',West,Consumer,10/28/2016,Standard Class,Shipped Late,Arizona,Binders,,7,6,70.00%,1,($7),($6.56),($6.56),-76.70%,1,4558,$9 ,$0.0K,$13 ,$8.56 ,1
Technology,Philadelphia,United States,CM-12160,Charles McCrossin,10/21/2016,CA-2014-113453,19143,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,East,Consumer,10/28/2016,Standard Class,Shipped Late,Pennsylvania,Phones,,7,6,40.00%,1,($77),($77.00),($77.00),-23.30%,2,6196,$330 ,$0.5K,$494 ,$329.99 ,3
Furniture,Lawton,United States,BD-11620,Brian DeCherney,10/22/2016,CA-2014-130211,73505,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Central,Consumer,10/22/2016,Same Day,Shipped On Time,Oklahoma,Tables,,0,0,0.00%,1,$55 ,$54.78 ,$54.78 ,22.00%,2,4479,$249 ,$0.4K,$373 ,$248.98 ,3
Office Supplies,Lawton,United States,BD-11620,Brian DeCherney,10/22/2016,CA-2014-130211,73505,OFF-ST-10000129,Fellowes Recycled Storage Drawers,Central,Consumer,10/22/2016,Same Day,Shipped On Time,Oklahoma,Storage,,0,0,0.00%,1,$23 ,$23.32 ,$23.32 ,7.00%,3,4478,$333 ,$0.5K,$499 ,$333.09 ,4
Furniture,Fort Collins,United States,HA-14905,Helen Abelman,10/22/2016,CA-2014-130141,80525,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,West,Consumer,10/24/2016,Second Class,Shipped Early,Colorado,Chairs,,2,3,20.00%,1,($29),($28.96),($28.96),-5.00%,4,4643,$579 ,$0.9K,$867 ,$579.14 ,6
Office Supplies,Fort Collins,United States,HA-14905,Helen Abelman,10/22/2016,CA-2014-130141,80525,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,West,Consumer,10/24/2016,Second Class,Shipped Early,Colorado,Binders,,2,3,70.00%,1,($3),($2.53),($2.53),-80.00%,4,4642,$3 ,$0.0K,$5 ,$3.17 ,6
Office Supplies,New York City,United States,TA-21385,Tom Ashbrook,10/22/2016,CA-2014-127180,10024,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,Home Office,10/24/2016,First Class,Shipped Late,New York,Envelopes,,2,1,0.00%,1,$29 ,$28.75 ,$28.75 ,45.00%,5,2626,$64 ,$0.1K,$96 ,$63.90 ,7
Technology,New York City,United States,TA-21385,Tom Ashbrook,10/22/2016,CA-2014-127180,10024,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,East,Home Office,10/24/2016,First Class,Shipped Late,New York,Copiers,,2,1,20.00%,1,"$3,920 ","$3,919.99 ","$3,919.99 ",35.00%,4,2624,"$11,200 ",$16.8K,"$16,773 ","$11,199.97 ",6
Technology,New York City,United States,TA-21385,Tom Ashbrook,10/22/2016,CA-2014-127180,10024,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,East,Home Office,10/24/2016,First Class,Shipped Late,New York,Phones,,2,1,0.00%,1,$1 ,$0.53 ,$0.53 ,1.00%,1,2627,$53 ,$0.1K,$79 ,$52.99 ,1
Technology,New York City,United States,TA-21385,Tom Ashbrook,10/22/2016,CA-2014-127180,10024,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,East,Home Office,10/24/2016,First Class,Shipped Late,New York,Phones,,2,1,0.00%,1,$648 ,$647.89 ,$647.89 ,27.00%,8,2625,"$2,400 ",$3.6K,"$3,594 ","$2,399.60 ",12
Office Supplies,Tulsa,United States,PS-18970,Paul Stevenson,10/22/2016,US-2014-111920,74133,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Central,Home Office,10/26/2016,Standard Class,Shipped Early,Oklahoma,Art,,4,6,0.00%,1,$12 ,$12.03 ,$12.03 ,33.00%,4,4516,$36 ,$0.1K,$55 ,$36.44 ,6
Furniture,Redmond,United States,DW-13195,David Wiener,10/22/2016,CA-2014-101581,97756,FUR-TA-10002607,KI Conference Tables,West,Corporate,10/27/2016,Standard Class,Shipped Early,Oregon,Tables,,5,6,50.00%,1,($121),($120.51),($120.51),-68.00%,5,4295,$177 ,$0.3K,$265 ,$177.22 ,7
Office Supplies,Philadelphia,United States,ML-17395,Marina Lichtenstein,10/22/2016,CA-2014-156363,19134,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,East,Corporate,10/28/2016,Standard Class,Shipped On Time,Pennsylvania,Envelopes,,6,6,20.00%,1,$11 ,$11.09 ,$11.09 ,35.00%,4,7264,$32 ,$0.0K,$47 ,$31.68 ,6
Technology,Philadelphia,United States,ML-17395,Marina Lichtenstein,10/22/2016,CA-2014-156363,19134,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",East,Corporate,10/28/2016,Standard Class,Shipped On Time,Pennsylvania,Phones,,6,6,40.00%,1,($7),($6.54),($6.54),-20.00%,5,7263,$33 ,$0.0K,$49 ,$32.70 ,7
Furniture,Cranston,United States,AH-10075,Adam Hart,10/23/2016,CA-2014-125451,2920,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,East,Corporate,10/24/2016,First Class,Shipped On Time,Rhode Island,Furnishings,,1,1,0.00%,1,$51 ,$50.56 ,$50.56 ,24.00%,2,8448,$211 ,$0.3K,$316 ,$210.68 ,3
Furniture,Cranston,United States,AH-10075,Adam Hart,10/23/2016,CA-2014-125451,2920,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",East,Corporate,10/24/2016,First Class,Shipped On Time,Rhode Island,Furnishings,,1,1,0.00%,1,$15 ,$14.70 ,$14.70 ,42.00%,4,8447,$35 ,$0.1K,$52 ,$35.00 ,6
Furniture,Cranston,United States,AH-10075,Adam Hart,10/23/2016,CA-2014-125451,2920,FUR-TA-10001039,KI Adjustable-Height Table,East,Corporate,10/24/2016,First Class,Shipped On Time,Rhode Island,Tables,,1,1,30.00%,1,($14),($13.76),($13.76),-5.70%,4,8446,$241 ,$0.4K,$361 ,$240.74 ,6
Furniture,Cranston,United States,AH-10075,Adam Hart,10/23/2016,CA-2014-125451,2920,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",East,Corporate,10/24/2016,First Class,Shipped On Time,Rhode Island,Tables,,1,1,30.00%,1,($128),($127.58),($127.58),-20.00%,3,8449,$638 ,$1.0K,$955 ,$637.90 ,4
Office Supplies,Cranston,United States,AH-10075,Adam Hart,10/23/2016,CA-2014-125451,2920,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,Corporate,10/24/2016,First Class,Shipped On Time,Rhode Island,Appliances,,1,1,0.00%,1,$1 ,$0.67 ,$0.67 ,30.00%,1,8451,$2 ,$0.0K,$3 ,$2.22 ,1
Office Supplies,Cranston,United States,AH-10075,Adam Hart,10/23/2016,CA-2014-125451,2920,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",East,Corporate,10/24/2016,First Class,Shipped On Time,Rhode Island,Paper,,1,1,0.00%,1,$21 ,$21.29 ,$21.29 ,49.00%,8,8450,$43 ,$0.1K,$65 ,$43.44 ,12
Technology,Jacksonville,United States,JR-15700,Jocasta Rupert,10/23/2016,CA-2014-117079,32216,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,Consumer,10/27/2016,Standard Class,Shipped Early,Florida,Phones,,4,6,20.00%,1,$108 ,$107.98 ,$107.98 ,12.50%,3,1261,$864 ,$1.3K,"$1,294 ",$863.88 ,4
Office Supplies,San Antonio,United States,DM-13015,Darrin Martin,10/23/2016,US-2014-105389,78207,OFF-AR-10000634,Newell 320,Central,Consumer,10/28/2016,Second Class,Shipped Late,Texas,Art,,5,3,20.00%,1,$1 ,$0.90 ,$0.90 ,8.80%,3,3858,$10 ,$0.0K,$15 ,$10.27 ,4
Office Supplies,San Antonio,United States,DM-13015,Darrin Martin,10/23/2016,US-2014-105389,78207,OFF-BI-10004364,Storex Dura Pro Binders,Central,Consumer,10/28/2016,Second Class,Shipped Late,Texas,Binders,,5,3,80.00%,1,($6),($6.24),($6.24),-175.00%,3,3856,$4 ,$0.0K,$5 ,$3.56 ,4
Office Supplies,Austin,United States,RB-19330,Randy Bradley,10/23/2016,CA-2014-106068,78745,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Central,Consumer,10/28/2016,Standard Class,Shipped Early,Texas,Binders,,5,6,80.00%,1,($15),($15.13),($15.13),-155.00%,3,4148,$10 ,$0.0K,$15 ,$9.76 ,4
Office Supplies,Austin,United States,RB-19330,Randy Bradley,10/23/2016,CA-2014-106068,78745,OFF-ST-10004507,Advantus Rolling Storage Box,Central,Consumer,10/28/2016,Standard Class,Shipped Early,Texas,Storage,,5,6,20.00%,1,$1 ,$1.20 ,$1.20 ,8.80%,1,4149,$14 ,$0.0K,$21 ,$13.72 ,1
Office Supplies,Austin,United States,RB-19330,Randy Bradley,10/23/2016,CA-2014-106068,78745,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Central,Consumer,10/28/2016,Standard Class,Shipped Early,Texas,Storage,,5,6,20.00%,1,($58),($58.31),($58.31),-22.50%,4,4151,$259 ,$0.4K,$388 ,$259.14 ,6
Technology,San Antonio,United States,DM-13015,Darrin Martin,10/23/2016,US-2014-105389,78207,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Central,Consumer,10/28/2016,Second Class,Shipped Late,Texas,Phones,,5,3,20.00%,1,$51 ,$51.50 ,$51.50 ,6.30%,5,3857,$824 ,$1.2K,"$1,234 ",$823.96 ,7
Technology,Austin,United States,RB-19330,Randy Bradley,10/23/2016,CA-2014-106068,78745,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Central,Consumer,10/28/2016,Standard Class,Shipped Early,Texas,Accessories,,5,6,20.00%,1,($2),($2.07),($2.07),-3.80%,1,4150,$55 ,$0.1K,$83 ,$55.20 ,1
Furniture,Rochester,United States,JC-16105,Julie Creighton,10/23/2016,CA-2014-139913,14609,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",East,Corporate,10/29/2016,Standard Class,Shipped On Time,New York,Furnishings,,6,6,0.00%,1,$29 ,$29.01 ,$29.01 ,42.00%,11,2895,$69 ,$0.1K,$103 ,$69.08 ,16
Office Supplies,Rochester,United States,JC-16105,Julie Creighton,10/23/2016,CA-2014-139913,14609,OFF-PA-10003739,Xerox 1969,East,Corporate,10/29/2016,Standard Class,Shipped On Time,New York,Paper,,6,6,0.00%,1,$6 ,$5.66 ,$5.66 ,49.00%,2,2893,$12 ,$0.0K,$17 ,$11.56 ,3
Office Supplies,Rochester,United States,JC-16105,Julie Creighton,10/23/2016,CA-2014-139913,14609,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),East,Corporate,10/29/2016,Standard Class,Shipped On Time,New York,Paper,,6,6,0.00%,1,$12 ,$11.88 ,$11.88 ,45.00%,5,2894,$26 ,$0.0K,$40 ,$26.40 ,7
Technology,Rochester,United States,JC-16105,Julie Creighton,10/23/2016,CA-2014-139913,14609,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Corporate,10/29/2016,Standard Class,Shipped On Time,New York,Phones,,6,6,0.00%,1,$10 ,$10.05 ,$10.05 ,28.00%,3,2896,$36 ,$0.1K,$54 ,$35.88 ,4
Furniture,Mansfield,United States,PO-18850,Patrick O'Brill,10/24/2016,CA-2014-141705,76063,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Central,Consumer,10/26/2016,First Class,Shipped Late,Texas,Tables,,2,1,30.00%,1,($81),($81.31),($81.31),-15.70%,5,8678,$517 ,$0.8K,$775 ,$517.41 ,7
Office Supplies,Jackson,United States,CS-11950,Carlos Soltero,10/24/2016,CA-2014-144365,39212,OFF-FA-10000735,Staples,South,Consumer,10/30/2016,Standard Class,Shipped On Time,Mississippi,Fasteners,,6,6,0.00%,1,$5 ,$5.26 ,$5.26 ,45.00%,4,9612,$12 ,$0.0K,$17 ,$11.68 ,6
Office Supplies,Lancaster,United States,SC-20440,Shaun Chance,10/26/2016,CA-2014-115119,17602,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,Corporate,10/30/2016,Standard Class,Shipped Early,Pennsylvania,Binders,,4,6,70.00%,1,($65),($65.15),($65.15),-80.00%,7,7333,$81 ,$0.1K,$122 ,$81.44 ,10
Technology,Lancaster,United States,SC-20440,Shaun Chance,10/26/2016,CA-2014-115119,17602,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,East,Corporate,10/30/2016,Standard Class,Shipped Early,Pennsylvania,Phones,,4,6,40.00%,1,($13),($13.33),($13.33),-21.70%,1,7332,$62 ,$0.1K,$92 ,$61.54 ,1
Office Supplies,Philadelphia,United States,JF-15190,Jamie Frazer,10/26/2016,US-2014-110646,19134,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",East,Consumer,10/31/2016,Standard Class,Shipped Early,Pennsylvania,Binders,,5,6,70.00%,1,($28),($27.73),($27.73),-83.30%,3,8808,$33 ,$0.0K,$50 ,$33.28 ,4
Office Supplies,Philadelphia,United States,JF-15190,Jamie Frazer,10/26/2016,US-2014-110646,19134,OFF-LA-10001404,Avery 517,East,Consumer,10/31/2016,Standard Class,Shipped Early,Pennsylvania,Labels,,5,6,20.00%,1,$5 ,$4.98 ,$4.98 ,33.80%,5,8810,$15 ,$0.0K,$22 ,$14.76 ,7
Office Supplies,Dallas,United States,BF-11215,Benjamin Farhat,10/26/2016,CA-2014-102729,75217,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Central,Home Office,10/31/2016,Standard Class,Shipped Early,Texas,Storage,,5,6,20.00%,1,$6 ,$5.56 ,$5.56 ,10.00%,2,9532,$56 ,$0.1K,$83 ,$55.62 ,3
Technology,Philadelphia,United States,JF-15190,Jamie Frazer,10/26/2016,US-2014-110646,19134,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,East,Consumer,10/31/2016,Standard Class,Shipped Early,Pennsylvania,Phones,,5,6,40.00%,1,$20 ,$19.78 ,$19.78 ,16.70%,5,8809,$119 ,$0.2K,$178 ,$118.65 ,7
Furniture,Virginia Beach,United States,OT-18730,Olvera Toch,10/26/2016,CA-2014-162173,23464,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",South,Consumer,11/1/2016,Standard Class,Shipped On Time,Virginia,Tables,,6,6,0.00%,1,$61 ,$60.66 ,$60.66 ,17.00%,5,6664,$357 ,$0.5K,$534 ,$356.85 ,7
Office Supplies,Virginia Beach,United States,OT-18730,Olvera Toch,10/26/2016,CA-2014-162173,23464,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",South,Consumer,11/1/2016,Standard Class,Shipped On Time,Virginia,Envelopes,,6,6,0.00%,1,$113 ,$113.21 ,$113.21 ,45.00%,7,6665,$252 ,$0.4K,$377 ,$251.58 ,10
Office Supplies,Rochester,United States,PG-18895,Paul Gonzalez,10/26/2016,CA-2014-155558,55901,OFF-LA-10000134,Avery 511,Central,Consumer,11/2/2016,Standard Class,Shipped Late,Minnesota,Labels,,7,6,0.00%,1,$3 ,$2.96 ,$2.96 ,48.00%,2,88,$6 ,$0.0K,$9 ,$6.16 ,3
Technology,Rochester,United States,PG-18895,Paul Gonzalez,10/26/2016,CA-2014-155558,55901,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Central,Consumer,11/2/2016,Standard Class,Shipped Late,Minnesota,Accessories,,7,6,0.00%,1,$7 ,$6.80 ,$6.80 ,34.00%,1,87,$20 ,$0.0K,$30 ,$19.99 ,1
Furniture,San Francisco,United States,JO-15145,Jack O'Briant,10/27/2016,CA-2014-130764,94110,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",West,Corporate,10/28/2016,First Class,Shipped On Time,California,Bookcases,,1,1,15.00%,1,$7 ,$6.55 ,$6.55 ,1.20%,5,4024,$557 ,$0.8K,$834 ,$556.66 ,7
Technology,San Francisco,United States,JO-15145,Jack O'Briant,10/27/2016,CA-2014-130764,94110,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,West,Corporate,10/28/2016,First Class,Shipped On Time,California,Phones,,1,1,20.00%,1,$35 ,$34.74 ,$34.74 ,36.30%,4,4025,$96 ,$0.1K,$144 ,$95.84 ,6
Furniture,Los Angeles,United States,JM-15655,Jim Mitchum,10/27/2016,CA-2014-151225,90032,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,West,Corporate,10/29/2016,First Class,Shipped Late,California,Tables,,2,1,20.00%,1,$9 ,$9.48 ,$9.48 ,5.00%,1,7619,$190 ,$0.3K,$284 ,$189.58 ,1
Technology,Los Angeles,United States,JM-15655,Jim Mitchum,10/27/2016,CA-2014-151225,90032,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,West,Corporate,10/29/2016,First Class,Shipped Late,California,Phones,,2,1,20.00%,1,$7 ,$7.20 ,$7.20 ,10.00%,5,7620,$72 ,$0.1K,$108 ,$71.96 ,7
Office Supplies,Chicago,United States,MA-17560,Matt Abelman,10/27/2016,CA-2014-110373,60610,OFF-AR-10003045,Prang Colored Pencils,Central,Home Office,10/30/2016,Second Class,Shipped On Time,Illinois,Art,,3,3,20.00%,1,$2 ,$2.21 ,$2.21 ,31.30%,3,3253,$7 ,$0.0K,$11 ,$7.06 ,4
Technology,Chicago,United States,MA-17560,Matt Abelman,10/27/2016,CA-2014-110373,60610,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Central,Home Office,10/30/2016,Second Class,Shipped On Time,Illinois,Phones,,3,3,20.00%,1,$2 ,$2.04 ,$2.04 ,7.50%,2,3254,$27 ,$0.0K,$41 ,$27.18 ,3
Office Supplies,Mesa,United States,TW-21025,Tamara Willingham,10/27/2016,CA-2014-134880,85204,OFF-PA-10004039,Xerox 1882,West,Home Office,11/1/2016,Standard Class,Shipped Early,Arizona,Paper,,5,6,20.00%,1,$16 ,$16.23 ,$16.23 ,36.30%,1,8477,$45 ,$0.1K,$67 ,$44.78 ,1
Office Supplies,Tallahassee,United States,NB-18655,Nona Balk,10/27/2016,CA-2014-110310,32303,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,South,Corporate,11/2/2016,Standard Class,Shipped On Time,Florida,Art,,6,6,20.00%,1,$1 ,$0.58 ,$0.58 ,8.80%,3,9242,$7 ,$0.0K,$10 ,$6.58 ,4
Office Supplies,Tallahassee,United States,NB-18655,Nona Balk,10/27/2016,CA-2014-110310,32303,OFF-BI-10001097,Avery Hole Reinforcements,South,Corporate,11/2/2016,Standard Class,Shipped On Time,Florida,Binders,,6,6,70.00%,1,($4),($3.92),($3.92),-70.00%,3,9241,$6 ,$0.0K,$8 ,$5.61 ,4
Office Supplies,Tallahassee,United States,NB-18655,Nona Balk,10/27/2016,CA-2014-110310,32303,OFF-PA-10001685,Easy-staple paper,South,Corporate,11/2/2016,Standard Class,Shipped On Time,Florida,Paper,,6,6,20.00%,1,$21 ,$20.58 ,$20.58 ,36.30%,7,9240,$57 ,$0.1K,$85 ,$56.78 ,10
Office Supplies,Dallas,United States,SH-19975,Sally Hughsby,10/27/2016,CA-2014-127922,75081,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,Central,Corporate,11/3/2016,Standard Class,Shipped Late,Texas,Envelopes,,7,6,20.00%,1,$6 ,$5.54 ,$5.54 ,35.00%,2,5673,$16 ,$0.0K,$24 ,$15.84 ,3
Office Supplies,Dallas,United States,SH-19975,Sally Hughsby,10/27/2016,CA-2014-127922,75081,OFF-PA-10001204,Xerox 1972,Central,Corporate,11/3/2016,Standard Class,Shipped Late,Texas,Paper,,7,6,20.00%,1,$3 ,$2.64 ,$2.64 ,31.30%,2,5674,$8 ,$0.0K,$13 ,$8.45 ,3
Furniture,Fayetteville,United States,JM-15250,Janet Martin,10/28/2016,CA-2014-139353,28314,FUR-FU-10001876,"Computer Room Manger, 14""",South,Consumer,10/30/2016,Second Class,Shipped Early,North Carolina,Furnishings,,2,3,20.00%,1,$16 ,$15.59 ,$15.59 ,20.00%,3,7712,$78 ,$0.1K,$117 ,$77.95 ,4
Office Supplies,Fayetteville,United States,JM-15250,Janet Martin,10/28/2016,CA-2014-139353,28314,OFF-PA-10000300,Xerox 1936,South,Consumer,10/30/2016,Second Class,Shipped Early,North Carolina,Paper,,2,3,20.00%,1,$16 ,$16.18 ,$16.18 ,33.80%,3,7714,$48 ,$0.1K,$72 ,$47.95 ,4
Office Supplies,Fayetteville,United States,JM-15250,Janet Martin,10/28/2016,CA-2014-139353,28314,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",South,Consumer,10/30/2016,Second Class,Shipped Early,North Carolina,Storage,,2,3,20.00%,1,($29),($29.44),($29.44),-20.00%,2,7713,$147 ,$0.2K,$220 ,$147.18 ,3
Office Supplies,Houston,United States,KH-16510,Keith Herrera,10/28/2016,CA-2014-111262,77095,OFF-PA-10001937,Xerox 21,Central,Consumer,11/1/2016,Second Class,Shipped Late,Texas,Paper,,4,3,20.00%,1,$5 ,$5.44 ,$5.44 ,35.00%,3,6496,$16 ,$0.0K,$23 ,$15.55 ,4
Office Supplies,Everett,United States,SA-20830,Sue Ann Reed,10/28/2016,CA-2014-160661,2149,OFF-LA-10002475,Avery 519,East,Consumer,11/1/2016,Standard Class,Shipped Early,Massachusetts,Labels,,4,6,0.00%,1,$10 ,$10.31 ,$10.31 ,47.00%,3,8910,$22 ,$0.0K,$33 ,$21.93 ,4
Technology,Houston,United States,KH-16510,Keith Herrera,10/28/2016,CA-2014-111262,77095,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Central,Consumer,11/1/2016,Second Class,Shipped Late,Texas,Accessories,,4,3,20.00%,1,($3),($2.70),($2.70),-11.30%,2,6495,$24 ,$0.0K,$36 ,$24.00 ,3
Technology,Houston,United States,KH-16510,Keith Herrera,10/28/2016,CA-2014-111262,77095,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Consumer,11/1/2016,Second Class,Shipped Late,Texas,Accessories,,4,3,20.00%,1,($3),($3.27),($3.27),-12.50%,2,6497,$26 ,$0.0K,$39 ,$26.18 ,3
Office Supplies,New York City,United States,LO-17170,Lori Olson,10/28/2016,CA-2014-118367,10035,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",East,Corporate,11/2/2016,Second Class,Shipped Late,New York,Envelopes,,5,3,0.00%,1,$24 ,$23.99 ,$23.99 ,50.00%,2,4260,$48 ,$0.1K,$72 ,$47.98 ,3
Office Supplies,Auburn,United States,GB-14530,George Bell,10/29/2016,CA-2014-160983,13021,OFF-PA-10002250,Things To Do Today Pad,East,Corporate,10/31/2016,Second Class,Shipped Early,New York,Paper,,2,3,0.00%,1,$23 ,$22.54 ,$22.54 ,48.00%,8,899,$47 ,$0.1K,$70 ,$46.96 ,12
Furniture,Dallas,United States,RA-19945,Ryan Akin,10/30/2016,CA-2014-152583,75217,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Central,Consumer,10/30/2016,Same Day,Shipped On Time,Texas,Furnishings,,0,0,60.00%,1,($9),($8.50),($8.50),-52.50%,2,3438,$16 ,$0.0K,$24 ,$16.19 ,3
Furniture,Dallas,United States,RA-19945,Ryan Akin,10/30/2016,CA-2014-152583,75217,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Central,Consumer,10/30/2016,Same Day,Shipped On Time,Texas,Tables,,0,0,30.00%,1,($68),($68.13),($68.13),-27.10%,2,3439,$251 ,$0.4K,$376 ,$251.01 ,3
Office Supplies,Dallas,United States,RA-19945,Ryan Akin,10/30/2016,CA-2014-152583,75217,OFF-ST-10002214,X-Rack File for Hanging Folders,Central,Consumer,10/30/2016,Same Day,Shipped On Time,Texas,Storage,,0,0,20.00%,1,$4 ,$4.06 ,$4.06 ,7.50%,6,3440,$54 ,$0.1K,$81 ,$54.19 ,9
Furniture,Richmond,United States,RD-19810,Ross DeVincentis,10/30/2016,CA-2014-155292,40475,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",South,Home Office,11/1/2016,First Class,Shipped Late,Kentucky,Chairs,,2,1,0.00%,1,$9 ,$9.16 ,$9.16 ,27.00%,1,3549,$34 ,$0.1K,$51 ,$33.94 ,1
Office Supplies,Richmond,United States,RD-19810,Ross DeVincentis,10/30/2016,CA-2014-155292,40475,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,South,Home Office,11/1/2016,First Class,Shipped Late,Kentucky,Labels,,2,1,0.00%,1,$14 ,$14.40 ,$14.40 ,48.00%,8,3550,$30 ,$0.0K,$45 ,$30.00 ,12
Office Supplies,Richmond,United States,RD-19810,Ross DeVincentis,10/30/2016,CA-2014-155292,40475,OFF-ST-10004963,Eldon Gobal File Keepers,South,Home Office,11/1/2016,First Class,Shipped Late,Kentucky,Storage,,2,1,0.00%,1,$4 ,$4.24 ,$4.24 ,4.00%,7,3547,$106 ,$0.2K,$159 ,$105.98 ,10
Office Supplies,Richmond,United States,RD-19810,Ross DeVincentis,10/30/2016,CA-2014-155292,40475,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",South,Home Office,11/1/2016,First Class,Shipped Late,Kentucky,Supplies,,2,1,0.00%,1,$11 ,$10.52 ,$10.52 ,30.00%,2,3548,$35 ,$0.1K,$53 ,$35.06 ,3
Furniture,Seattle,United States,JK-15625,Jim Karlsson,10/30/2016,CA-2014-142622,98115,FUR-BO-10004467,Bestar Classic Bookcase,West,Consumer,11/2/2016,First Class,Shipped Late,Washington,Bookcases,,3,1,0.00%,1,$38 ,$38.00 ,$38.00 ,19.00%,2,2282,$200 ,$0.3K,$299 ,$199.98 ,3
